,name,upjong,address,category,rat_count,rat_avg,Latitude,Longitude
1867,스시나미,일식,제주특별자치도 제주시 승천로 81 지하1층 (아라이동 제1호),제주시,38,3.907894737,33.4918,126.5436
1868,엄마공간,식육(숯불구이),제주특별자치도 제주시 조천읍 함덕13길 4,제주시,184,4.111413043,33.54165,126.6679
1869,함덕흑돼지연탄구이,식육(숯불구이),제주특별자치도 제주시 조천읍 신북로 535 1층,제주시,135,4.466666667,33.54171,126.667
1870,황가네뚝배기,한식,제주특별자치도 제주시 삼무로11길 24 (연동),제주시,33,4.378787879,33.49156,126.4958
1871,뉴청석골칡냉면전문,한식,제주특별자치도 제주시 조천읍 신북로 222,제주시,9,4.777777778,33.53573,126.6367
1872,소망식당,한식,제주특별자치도 제주시 조천읍 신북로 39,제주시,1,3.0,33.53289,126.6186
1873,돈드림,중국식,제주특별자치도 제주시 조천읍 함덕19길 7 1층,제주시,24,4.229166667,33.54111,126.6702
1874,푸주옥오라점,한식,제주특별자치도 제주시 오라로 140 (오라일동),제주시,48,4.177083333,33.49432,126.5174
1875,정박사본점,한식,제주특별자치도 제주시 성신로 13-10 1층 (연동),제주시,2,3.5,33.49067,126.4847
1876,사라봉주물럭,한식,제주특별자치도 제주시 사라봉길 7 1층 제1호 (건입동),제주시,7,3.5,33.51467,126.5393
1877,불타는차돌쭈꾸미,한식,제주특별자치도 제주시 신설로7길 2 (아라이동),제주시,9,3.944444444,33.49214,126.5436
1878,비만고양이,기타,제주특별자치도 제주시 신성로13길 31 3층 (이도이동),제주시,5,3.8,33.49762,126.5305
1879,맨도롱또똣,한식,제주특별자치도 제주시 조천읍 와선로 9 1층,제주시,3,4.833333333,33.49035,126.6828
1880,연북로명태명가삼화점,한식,제주특별자치도 제주시 건주로 43 2층 (도련일동),제주시,67,4.71641791,33.51562,126.581
1881,라돌체비타,한식,제주특별자치도 제주시 구남로8길 8 1층 (이도이동),제주시,5,4.3,33.4908,126.5362
1882,맛있는소리,한식,제주특별자치도 제주시 진동로 6 1층 (화북일동),제주시,12,4.75,33.51961,126.5689
1883,신수성,한식,제주특별자치도 제주시 남광북1길 39 1층 (이도이동),제주시,7,4.571428571,33.49666,126.5374
1884,제주흑돼지본점고기가자,식육(숯불구이),제주특별자치도 제주시 노형13길 16 1층 (노형동),제주시,4,4.875,33.48256,126.4783
1885,아란구길,기타,제주특별자치도 제주시 아란9길 6-3 1층 (아라일동),제주시,3,4.666666667,33.47281,126.5448
1886,산지해장국아라점,기타,제주특별자치도 제주시 아란9길 15 1층 (아라일동),제주시,30,4.966666667,33.47235,126.5437
1887,국수먹고가게,기타,제주특별자치도 제주시 흥운길 54 101호 (용담이동),제주시,27,4.666666667,33.51332,126.5132
1888,추자숙이네밥상,한식,제주특별자치도 제주시 월랑로4길 6 (노형동),제주시,5,4.2,33.48788,126.4785
1889,돈맛,식육(숯불구이),제주특별자치도 제주시 고산동산5길 30 (이도이동),제주시,1,5.0,33.49675,126.5356
1890,싱싱쌈촌,일식,제주특별자치도 제주시 정원로 49 1층 (노형동),제주시,10,4.0,33.47752,126.4777
1891,푸른소금,한식,제주특별자치도 제주시 천수로6길 6 (이도이동),제주시,1,4.5,33.50269,126.5417
1892,산들바람,한식,제주특별자치도 제주시 조천읍 선교로 44,제주시,11,4.318181818,33.48761,126.715
1893,명도암정식,한식,제주특별자치도 제주시 명림로 218 1층 (봉개동),제주시,32,4.4375,33.46769,126.6106
1894,제주귤품은흑돼지전문점제주공항점,경양식,제주특별자치도 제주시 도두항서길 42 2층 (도두일동),제주시,1076,4.623605948,33.50637,126.4639
1895,삼화포크,식육(숯불구이),제주특별자치도 제주시 건주로4길 12 (도련일동),제주시,15,4.1,33.51601,126.5795
1896,내아이가먹는족발,한식,제주특별자치도 제주시 우령2길 28 1층 (외도일동),제주시,5,4.6,33.48676,126.4314
1897,산지해장국,일식,제주특별자치도 제주시 임항로 34 1층 (건입동),제주시,344,4.495639535,33.51636,126.5285
1898,가령골오리,한식,제주특별자치도 제주시 인다8길 38 1층 (아라일동),제주시,11,3.954545455,33.47616,126.5489
1899,샐러데이즈제주시청점,기타,제주특별자치도 제주시 중앙로 214 (이도이동),제주시,8,4.5625,33.50024,126.5291
1900,키친요디,경양식,제주특별자치도 제주시 동화로1길 53-13 1층 (화북일동),제주시,91,4.538461538,33.51784,126.5777
1901,세미식당,한식,제주특별자치도 제주시 조천읍 번영로 1208 1층,제주시,23,4.456521739,33.46924,126.6638
1902,탕탕이,한식,제주특별자치도 제주시 천수로 39 (일도이동),제주시,1,5.0,33.5032,126.5412
1903,제주앤스시,일식,제주특별자치도 제주시 고산동산5길 3-4 1층 (이도이동),제주시,16,4.625,33.49608,126.5335
1904,집밥홍선생,뷔페식,제주특별자치도 제주시 진군1길 6 1층 (노형동),제주시,6,4.25,33.47913,126.4813
1905,미소벙커,한식,제주특별자치도 제주시 관덕로 41 지하1층 (일도일동),제주시,5,4.6,33.51341,126.5238
1906,명태어가,기타,제주특별자치도 제주시 도령로 46 1층2층 (노형동),제주시,2,4.5,33.48828,126.4838
1907,황금무지개뜨는곳,한식,제주특별자치도 제주시 원당로5길 36 (삼양일동),제주시,85,4.505882353,33.52682,126.5882
1908,손두부촌,한식,제주특별자치도 제주시 오복4길 9 지하1층 (이도이동),제주시,10,4.8,33.49551,126.5367
1909,춤추는식탁,한식,제주특별자치도 제주시 우정로7길 6 1층 (외도일동),제주시,20,4.4,33.48906,126.4318
1910,광명식당,한식,제주특별자치도 제주시 동문로4길 9 (일도일동),제주시,151,3.933774834,33.51209,126.5282
1911,일공공샤브제주연동점,한식,제주특별자치도 제주시 연북로 86 (연동),제주시,36,4.722222222,33.48151,126.4904
1912,황금돼지등갈비,한식,제주특별자치도 제주시 남녕로 5-5 101호 (노형동),제주시,2,4.75,33.48833,126.4825
1913,류빈,한식,제주특별자치도 제주시 구남로6길 12 1층 (이도이동),제주시,22,4.704545455,33.48921,126.5345
1914,미풍해장국아라점,한식,제주특별자치도 제주시 아란7길 26 1층 (아라일동),제주시,20,4.325,33.47458,126.5427
1915,짬뽕바나나,경양식,제주특별자치도 제주시 남광로 44 1층 (이도이동),제주시,21,4.761904762,33.49407,126.5402
1916,또만나,한식,제주특별자치도 제주시 서광로2길 35 1층 (오라일동),제주시,1,5.0,33.49857,126.5147
1917,맛있는이가국수집,기타,제주특별자치도 제주시 우령6길 63-2 1층 (외도일동),제주시,17,4.470588235,33.48539,126.4292
1918,제주정낭집,식육(숯불구이),제주특별자치도 제주시 지석11길 6 (삼양이동),제주시,52,4.5,33.52173,126.5845
1919,마녀김밥,한식,제주특별자치도 제주시 오현길 16 (이도일동),제주시,1,3.5,33.50679,126.5276
1920,아일랜드스푼,한식,제주특별자치도 제주시 구남동4길 10-12 (이도이동),제주시,13,4.423076923,33.48901,126.5363
1921,그린기사,한식,제주특별자치도 제주시 일주서로 7892 (연동),제주시,16,4.25,33.49363,126.4898
1922,동문김밥,한식,제주특별자치도 제주시 중앙로 85 (이도일동),제주시,8,4.5,33.51072,126.5242
1923,돈놓고돈먹기,한식,제주특별자치도 제주시 남광로 138 1층 (이도이동),제주시,9,4.5,33.49874,126.5488
1924,고돔,경양식,제주특별자치도 제주시 테우해안로 148 지하1층 (이호일동),제주시,18,4.944444444,33.49709,126.4495
1925,요기,경양식,제주특별자치도 제주시 전농로 3 101호 (용담일동),제주시,5,4.8,33.50463,126.5137
1926,용팔이막창아라점,한식,제주특별자치도 제주시 중앙로 601 (아라일동),제주시,7,4.214285714,33.47017,126.5465
1927,고추잡채와소파,기타,제주특별자치도 제주시 동광로2길 3 3층 (이도이동),제주시,2,5.0,33.50094,126.5306
1928,스시테이카이센동,기타,제주특별자치도 제주시 연북로 440 2동 1층 (도남동),제주시,44,4.352272727,33.48046,126.5282
1929,차돌집노형점,기타,제주특별자치도 제주시 다랑곶7길 24 1층 (노형동),제주시,5,4.3,33.49078,126.4801
1930,고래힘줄,기타,제주특별자치도 제주시 조천읍 신촌북3길 3 1층,제주시,37,4.716216216,33.5372,126.6187
1931,소보록,경양식,제주특별자치도 제주시 도근내길 27 (외도이동),제주시,4,4.75,33.4925,126.434
1932,함덕해물라면오빠집,기타,제주특별자치도 제주시 조천읍 평사길 2 1층,제주시,258,4.542635659,33.54286,126.6727
1933,동카름,기타,제주특별자치도 제주시 조천읍 신촌9길 40-3 1층,제주시,101,4.485148515,33.53783,126.6234
1934,아비앙또,기타,제주특별자치도 제주시 우도면 우도해안길 1100 1층,제주시,20,4.45,33.49876,126.97
1935,이돈갓시청점,경양식,제주특별자치도 제주시 광양14길 9 3층 (이도이동),제주시,38,4.223684211,33.49794,126.5297
1936,창석이네,한식,제주특별자치도 제주시 국기로2길 8 (연동(국기3로8)),제주시,2,5.0,33.47991,126.4906
1937,별오름,뷔페식,제주특별자치도 제주시 1100로 3213-27 B201호 (노형동),제주시,40,4.1,33.47601,126.4815
1938,강쉐프,중국식,제주특별자치도 제주시 정든로 39 1층 (이도이동),제주시,9,4.388888889,33.49766,126.5427
1939,인생곱창,식육(숯불구이),제주특별자치도 제주시 남광로 72 1층 (이도이동),제주시,57,4.956140351,33.4956,126.5428
1940,도남앤횟집,횟집,제주특별자치도 제주시 도남로 49 1층 (도남동),제주시,19,4.289473684,33.49601,126.5271
1941,마미식당동태전문점,한식,제주특별자치도 제주시 오복2길 31 1층 (이도이동),제주시,10,4.5,33.49335,126.537
1942,우도자연,횟집,제주특별자치도 제주시 우도면 우도해안길 602,제주시,101,4.094059406,33.52442,126.9525
1943,삼도오리삼계,탕류(보신용),제주특별자치도 제주시 남성로4길 10 1층 (용담일동),제주시,2,4.25,33.502,126.5141
1944,봉추반점,한식,제주특별자치도 제주시 우도면 우도로 174,제주시,41,4.817073171,33.50789,126.9543
1945,소문난두루치기,한식,제주특별자치도 제주시 우정로 17 101호 (외도일동),제주시,3,3.166666667,33.49121,126.4312
1946,양,기타,제주특별자치도 제주시 원노형6길 3-8 (노형동),제주시,1,4.0,33.48532,126.4837
1947,대성아귀찜,한식,제주특별자치도 제주시 조천읍 함덕3길 4 1층,제주시,78,4.397435897,33.5443,126.6579
1948,계절식탁,한식,제주특별자치도 제주시 신성로13길 13-1 2층 (이도이동),제주시,18,4.138888889,33.49895,126.5296
1949,쿤도,횟집,제주특별자치도 제주시 화삼로1길 17 1층 (화북일동),제주시,4,5.0,33.51476,126.5739
1950,한량마초,중국식,제주특별자치도 제주시 아봉로 47 1층 (아라이동),제주시,6,4.333333333,33.47769,126.5488
1951,제주어장,한식,제주특별자치도 제주시 동한두기길 23 (용담일동),제주시,4,4.5,33.51687,126.5155
1952,홍열이네시청점,기타,제주특별자치도 제주시 광양10길 9-2 1~2층 (이도이동),제주시,17,4.264705882,33.49885,126.5292
1953,도연식당,한식,제주특별자치도 제주시 고마로18길 4 1층 (일도이동),제주시,22,4.613636364,33.50458,126.541
1954,노가리앤비어인제점,한식,제주특별자치도 제주시 고마로 128 (이도이동),제주시,7,3.642857143,33.50303,126.5421
1955,군자대한곱창제주시청점,식육(숯불구이),제주특별자치도 제주시 광양10길 15 (이도이동),제주시,22,3.795454545,33.49865,126.5286
1956,태화뷔페정식,한식,제주특별자치도 제주시 우정로6길 28 (외도일동),제주시,7,4.142857143,33.49048,126.428
1957,소노벨제주비비큐2호점,기타,제주특별자치도 제주시 조천읍 신북로 577 본관동 164호,제주시,4,4.5,33.54103,126.6711
1958,팍차이나,한식,제주특별자치도 제주시 승천로 66 1층 (아라이동),제주시,73,3.445205479,33.49271,126.5421
1959,블랙데이,기타,제주특별자치도 제주시 만덕로 23-2 1층 (건입동),제주시,26,4.711538462,33.51435,126.5321
1960,곤밥2,한식,제주특별자치도 제주시 서부두남길 8 (일도일동),제주시,339,4.672566372,33.51485,126.5277
1961,돈사무소,식육(숯불구이),제주특별자치도 제주시 구남로 44 1층 (이도이동),제주시,42,4.476190476,33.49061,126.5348
1962,요술식탁,경양식,제주특별자치도 제주시 관덕로6길 10 1층 (삼도이동),제주시,168,4.776785714,33.51211,126.5219
1963,스시러브,한식,제주특별자치도 제주시 절물1길 25 (외도일동),제주시,7,4.642857143,33.49063,126.4317
1964,바로족발보쌈,한식,제주특별자치도 제주시 진군1길 25 (노형동),제주시,102,4.37254902,33.47887,126.4794
1965,한림칼국수 제주공항점,한식,제주특별자치도 제주시 광평중길 82 1층 (노형동),제주시,289,4.335640138,33.47896,126.4676
1966,까망고띠,한식,제주특별자치도 제주시 조천읍 와선로 254 1층,제주시,10,4.4,33.48496,126.6996
1967,귀아낭,한식,제주특별자치도 제주시 선덕로 22 101호 (연동),제주시,6,3.083333333,33.48543,126.499
1968,이왕돈까스,한식,제주특별자치도 제주시 제주대학로7길 9 2층 (아라이동),제주시,25,4.68,33.46076,126.561
1969,24시전주명가콩나물국밥,한식,제주특별자치도 제주시 구산로 59 (아라일동),제주시,103,4.203883495,33.48494,126.5408
1970,소원이,한식,제주특별자치도 제주시 아연로 306 1층 (오등동),제주시,3,4.333333333,33.46667,126.5201
1971,잘도식당,한식,제주특별자치도 제주시 중앙로15길 16 1층 (이도일동),제주시,40,4.9,33.51072,126.5254
1972,한라산뼈해장국,한식,제주특별자치도 제주시 서광로2길 11-24 1층 (오라일동),제주시,10,4.5,33.49864,126.5139
1973,서서방숯불닭갈비아라점,한식,제주특별자치도 제주시 아란7길 3-3 1층 103호 (아라일동),제주시,104,4.860576923,33.47404,126.5451
1974,활어천국,일식,제주특별자치도 제주시 서광로20길 31 1층 (도남동),제주시,2,4.75,33.49698,126.5219
1975,인자숯불갈비,식육(숯불구이),제주특별자치도 제주시 원남6길 54 1층 (도남동),제주시,23,4.565217391,33.48462,126.5297
1976,골목돼지,기타,제주특별자치도 제주시 원노형7길 3 1층 (노형동),제주시,12,4.916666667,33.48725,126.4834
1977,정순대국밥,한식,제주특별자치도 제주시 우정로10길 4 1층 (외도일동),제주시,12,4.416666667,33.48888,126.4303
1978,제주초밥,일식,제주특별자치도 제주시 신형로 19 1층 (노형동),제주시,50,4.43,33.48255,126.4775
1979,우디집,기타,제주특별자치도 제주시 동광로 97 1층 102호 (일도이동 이룸해피안),제주시,24,4.958333333,33.50568,126.5378
1980,마라청춘,한식,제주특별자치도 제주시 중앙로 201 2층 (이도일동),제주시,5,5.0,33.50157,126.5287
1981,힐링푸드,기타,제주특별자치도 제주시 월랑로2길 22 1층 101호 (노형동 경인원룸),제주시,5,4.8,33.48788,126.4812
1982,담아래,한식,제주특별자치도 제주시 수목원길 23 1층 (연동),제주시,111,4.603603604,33.46941,126.4873
1983,신이내린닭제주시청점,경양식,제주특별자치도 제주시 광양4길 2 2층 (이도일동),제주시,7,4.928571429,33.50177,126.5279
1984,제주맛집칼국수,한식,제주특별자치도 제주시 조천읍 비자림로 685 1층,제주시,104,4.442307692,33.43704,126.6791
1985,퀴즈노스서브제주화북점,경양식,제주특별자치도 제주시 동화로 10 1층 (화북일동),제주시,31,4.612903226,33.51918,126.5726
1986,곰표반점,중국식,제주특별자치도 제주시 화삼북로 63 삼화빌딩 2층 201호 (삼양이동),제주시,4,3.875,33.5175,126.5799
1987,가영이네횟집,횟집,제주특별자치도 제주시 성지로 46-1 1층 (일도일동),제주시,6,4.75,33.51068,126.5283
1988,부영식당,한식,제주특별자치도 제주시 조천읍 신흥관전길 60-1 1층,제주시,12,4.666666667,33.54615,126.6495
1989,브라보유어라이프,기타,제주특별자치도 제주시 제주대학로 77 1층 (아라일동),제주시,12,4.625,33.45934,126.5585
1990,정든반점,한식,제주특별자치도 제주시 정존11길 68 상가동 101호 (노형동 정든마을3단지),제주시,2,4.0,33.48878,126.4722
1991,몽돌,기타,제주특별자치도 제주시 우정로5길 10 1층 (외도일동),제주시,24,4.458333333,33.49017,126.4319
1992,제주골목국수,한식,제주특별자치도 제주시 신성로 42-1 1층 (도남동),제주시,10,4.25,33.49599,126.5239
1993,성미가든2,기타,제주특별자치도 제주시 조천읍 교래1길 2 1층,제주시,148,4.442567568,33.43775,126.6768
1994,일품순두부일도점,한식,제주특별자치도 제주시 연신로 19 1층 (일도이동),제주시,9,4.611111111,33.49914,126.5452
1995,외도사랑국수,한식,제주특별자치도 제주시 우정로13길 14 1층 (외도일동),제주시,13,4.769230769,33.4869,126.4324
1996,중종,기타,제주특별자치도 제주시 연오로 39 1층 (오라삼동),제주시,20,4.3,33.48975,126.502
1997,용은이네솥뚜껑오겹살,기타,제주특별자치도 제주시 연삼로 535 1층 (일도이동),제주시,4,4.375,33.50219,126.546
1998,바삭한하루,일식,제주특별자치도 제주시 박성내서길 10 1층 (이도이동),제주시,21,4.785714286,33.49199,126.5411
1999,옹기밥상,한식,제주특별자치도 제주시 미리내길 171-4 1층 (노형동),제주시,29,4.310344828,33.45046,126.4814
2000,흑본오겹함덕점,한식,제주특별자치도 제주시 조천읍 신북로 454 1층,제주시,368,4.70923913,33.54364,126.6587
2001,우돈향,기타,제주특별자치도 제주시 조천읍 조함해안로 530 2층,제주시,199,4.947236181,33.54249,126.6695
2002,영심이네집밥,한식,제주특별자치도 제주시 인다10길 27 강호체육관 1층 (아라일동),제주시,11,4.772727273,33.4746,126.5486
2003,연동신도시식당,한식,제주특별자치도 제주시 국기중길 28 1층 (연동),제주시,129,4.875968992,33.47884,126.4922
2004,우향2호점,한식,제주특별자치도 제주시 산천단동2길 13 1층 102호 (아라일동),제주시,12,3.75,33.44919,126.5582
2005,민속감자탕,한식,제주특별자치도 제주시 삼무로9길 26 1층 (연동),제주시,29,4.655172414,33.49145,126.4945
2006,가치,기타,제주특별자치도 제주시 동한두기길 17 1층 (용담일동),제주시,105,4.604761905,33.51645,126.5158
2007,신해조,한식,제주특별자치도 제주시 임항로 38-4 (건입동),제주시,30,3.85,33.5163,126.5289
2008,함덕마당,한식,제주특별자치도 제주시 조천읍 조함해안로 586 1층,제주시,341,4.488269795,33.544,126.6742
2009,광양왕소금깡통구이,식육(숯불구이),제주특별자치도 제주시 광양13길 13 (이도이동(시청남2로21)),제주시,11,4.090909091,33.49922,126.5317
2010,제주앞바다해물탕,한식,제주특별자치도 제주시 동한두기길 29 (용담일동),제주시,72,4.284722222,33.51688,126.5154
2011,바닷가식당,횟집,제주특별자치도 제주시 서부두길 10-4 1층 (건입동),제주시,2,5.0,33.51686,126.5281
2012,금성해장국,한식,제주특별자치도 제주시 화남로 62 (화북일동),제주시,8,4.75,33.51244,126.5633
2013,태을갈비,한식,제주특별자치도 제주시 진군중길 12 (노형동),제주시,29,4.206896552,33.47792,126.4793
2014,닥그네할망,식육(숯불구이),제주특별자치도 제주시 신성로10길 18 (도남동(1층)),제주시,434,4.897465438,33.49528,126.53
2015,돈오름숯불갈비,식육(숯불구이),제주특별자치도 제주시 신대로12길 33 1층 (연동),제주시,27,4.37037037,33.48856,126.493
2016,목동그릴식당,한식,제주특별자치도 제주시 관덕로13길 3 (일도일동),제주시,5,4.5,33.51348,126.5258
2017,유끼,한식,제주특별자치도 제주시 은남2길 32 (연동(연중3로23)),제주시,1,4.0,33.48844,126.4924
2018,대선,한식,제주특별자치도 제주시 신대로12길 37 (연동(연중2로53)),제주시,8,3.625,33.48855,126.4926
2019,신영돌판구이,한식,제주특별자치도 제주시 신대로15길 2 (연동),제주시,2,4.75,33.4866,126.4971
2020,뜰향기,한식,제주특별자치도 제주시 조천읍 남조로 2326,제주시,97,4.298969072,33.47301,126.6589
2021,천지연무태장어천지연,식육(숯불구이),제주특별자치도 제주시 연삼로 461 (이도이동),제주시,6,4.666666667,33.49869,126.5394
2022,어부지리,기타,제주특별자치도 제주시 선사로8길 85 1층 (삼양일동),제주시,14,4.892857143,33.52965,126.5929
2023,요기소바,기타,제주특별자치도 제주시 원노형6길 3-4 1층 (노형동),제주시,80,4.31875,33.48543,126.4833
2024,스시도모다찌칠성점,기타,제주특별자치도 제주시 관덕로13길 3 1층 (일도일동),제주시,171,4.520467836,33.51348,126.5258
2025,관심사,기타,제주특별자치도 제주시 중앙로 77 지하1층 (이도일동),제주시,24,4.770833333,33.51124,126.5246
2026,남가네설악추어탕도남점,한식,제주특별자치도 제주시 도남로 102 1층 (도남동),제주시,8,4.0,33.49147,126.5281
2027,세화달팽이,기타,제주특별자치도 제주시 남광로 19 1층 (이도이동),제주시,6,4.75,33.49321,126.538
2028,아라가야,기타,제주특별자치도 제주시 도남로16길 15 1층 102호 (도남동 재영샤르빌),제주시,38,4.618421053,33.49155,126.5269
2029,투접시족발일도점,기타,제주특별자치도 제주시 천수로 68 신천지아파트 113동 1층 111호 (일도이동),제주시,2,4.5,33.50478,126.5435
2030,대한축산정육식당,식육(숯불구이),제주특별자치도 제주시 도남로 51 1층 (도남동),제주시,15,4.433333333,33.49572,126.5275
2031,2월22일(Twenty second of February),기타,제주특별자치도 제주시 오라로18길 10-1 1층 (오라일동),제주시,26,4.692307692,33.49411,126.5172
2032,콧수염양꼬치,기타,제주특별자치도 제주시 성신로1길 30 2층 (연동),제주시,13,4.807692308,33.49202,126.4885
2033,이치진,기타,제주특별자치도 제주시 건주로 66 1층 101호 (도련일동),제주시,48,4.645833333,33.51353,126.5803
2034,육고깃집노형점,기타,제주특별자치도 제주시 진군4길 8 1층 (노형동),제주시,22,4.522727273,33.47676,126.4801
2035,에이프릴,기타,제주특별자치도 제주시 삼무로9길 30 1층 (연동 태원빌라),제주시,4,3.375,33.49115,126.4945
2036,홍어일번지,기타,제주특별자치도 제주시 연오로 31 1층 (오라삼동),제주시,7,3.928571429,33.49031,126.502
2037,공기,기타,제주특별자치도 제주시 진남로6길 22-4 1층 (화북일동),제주시,18,4.833333333,33.52082,126.5663
2038,노가리앤비어아라점,기타,제주특별자치도 제주시 아란9길 6-5 1층 (아라일동),제주시,4,4.875,33.47291,126.5448
2039,식도원,기타,제주특별자치도 제주시 연삼로 498 1층 (이도이동),제주시,19,5.0,33.50002,126.543
2040,팜스테이블,기타,제주특별자치도 제주시 수목원길 41 2층 (연동),제주시,9,3.611111111,33.46971,126.4894
2041,막창먹는놈외도점,기타,제주특별자치도 제주시 우정로 82 1층 (외도일동),제주시,9,4.888888889,33.48547,126.4306
2042,한촌설렁탕제주종합운동장점,기타,제주특별자치도 제주시 오라로 118 1층 (오라일동),제주시,30,4.266666667,33.49425,126.5153
2043,바우골곱창쭈꾸미제주본점,기타,제주특별자치도 제주시 정존11길 36 (노형동),제주시,11,4.227272727,33.48674,126.4747
2044,모토이시제주시청점,기타,제주특별자치도 제주시 서광로32길 29 1층 (이도이동),제주시,59,4.881355932,33.49829,126.5293
2045,시드니양갈비,기타,제주특별자치도 제주시 노형10길 10 2층 (노형동),제주시,21,4.666666667,33.48342,126.4781
2046,심청이쌈밥,기타,제주특별자치도 제주시 아란5길 19-12 1층 (아라일동),제주시,8,4.3125,33.47476,126.5447
2047,매콤명태촌,기타,제주특별자치도 제주시 절물3길 7 1층 (외도일동),제주시,3,5.0,33.49185,126.4338
2048,맥파이블루버드,기타,제주특별자치도 제주시 탑동로2길 7 1~2층 (삼도이동),제주시,151,4.476821192,33.51799,126.5234
2049,돌수산,횟집,제주특별자치도 제주시 사장길 17 1층 (연동),제주시,5,4.0,33.48406,126.4958
2050,아라연,한식,제주특별자치도 제주시 조천읍 남조로 1842 1층,제주시,62,4.637096774,33.43221,126.6737
2051,맠,기타,제주특별자치도 제주시 동문로4길 9 동문공설시장 동문공영주차장 지하1층 D-3호 (일도일동),제주시,64,4.8203125,33.51209,126.5282
2052,돌트멍으로드는보름,경양식,제주특별자치도 제주시 조천읍 와흘4길 59-1 1층,제주시,11,4.954545455,33.50626,126.6311
2053,오늘와인한잔제주아라점,경양식,제주특별자치도 제주시 인다2길 36 아라빌딩 1층 (아라일동),제주시,4,4.5,33.47462,126.5498
2054,그랜드키친,뷔페식,제주특별자치도 제주시 노연로 12 제주 드림타워 복합리조트 4층 (노형동),제주시,204,4.299019608,33.48526,126.4815
2055,녹나무,한식,제주특별자치도 제주시 노연로 12 제주 드림타워 복합리조트 3층 (노형동),제주시,64,4.5078125,33.48526,126.4815
2056,시장밥상,한식,제주특별자치도 제주시 동문로4길 3 1층 (일도일동),제주시,6,3.5,33.51263,126.5287
2057,무한99부대찌개,한식,제주특별자치도 제주시 조천읍 함덕26길 11 1층,제주시,2,3.25,33.53882,126.6757
2058,크랩팟테우,한식,제주특별자치도 제주시 테우해안로 106 1층 (내도동),제주시,88,4.426136364,33.49793,126.4456
2059,유안이네교래점,한식,제주특별자치도 제주시 조천읍 남조로 2190 1층,제주시,8,4.9375,33.46105,126.6615
2060,반주야,한식,제주특별자치도 제주시 건주로3길 19 1층 102호 (도련일동),제주시,7,4.357142857,33.51677,126.5814
2061,치즈앤브레드,경양식,제주특별자치도 제주시 조천읍 함덕29길 17 1층,제주시,39,4.846153846,33.54157,126.675
2062,우도특별시,기타,제주특별자치도 제주시 우도면 우도해안길 998 1층,제주시,17,4.205882353,33.5067,126.967
2063,크로쿠,기타,제주특별자치도 제주시 동문로4길 9 동문공설시장 동문공영주차장 지하1층 D-02호 (일도일동),제주시,11,4.636363636,33.51209,126.5282
2064,부산가야밀면,한식,제주특별자치도 제주시 중앙로 136 1층 (삼도이동),제주시,5,4.6,33.50646,126.5249
2065,태양전복용담점,한식,제주특별자치도 제주시 용해로 36 (용담삼동),제주시,12,4.958333333,33.51393,126.5024
2066,핵밥제주연동점,기타,제주특별자치도 제주시 도령로 103 103호 (연동 연동한일씨티파크),제주시,57,4.368421053,33.4916,126.4885
2067,더쉐드,경양식,제주특별자치도 제주시 남광로 17 1층 (이도이동),제주시,46,4.826086957,33.49306,126.5378
2068,쌈짓골,한식,제주특별자치도 제주시 조천읍 함대로 303,제주시,5,4.2,33.51789,126.6598
2069,한촌설렁탕노형점,한식,제주특별자치도 제주시 원노형6길 29 포럼빌딩 1층 (노형동),제주시,2,3.25,33.4834,126.483
2070,오늘은막창먹자,식육(숯불구이),제주특별자치도 제주시 동고산로 11 1층 (이도이동),제주시,18,4.972222222,33.49846,126.5323
2071,마지노선,한식,제주특별자치도 제주시 원당로3길 26 1층 (삼양일동),제주시,19,4.921052632,33.52541,126.5877
2072,차차,일식,제주특별자치도 제주시 원노형6길 29 1층 (노형동),제주시,30,4.7,33.4834,126.483
2073,브라보,기타,제주특별자치도 제주시 산지로 19 1층 (건입동),제주시,47,4.64893617,33.51523,126.5296
2074,만보민물장어,한식,제주특별자치도 제주시 용두암길 60 1층 (용담이동),제주시,3,4.166666667,33.51233,126.5135
2075,맨더린,기타,제주특별자치도 제주시 제원길 41 5층 (연동),제주시,3,5.0,33.48632,126.4895
2076,알라카트,기타,제주특별자치도 제주시 용화로 63 1층 (용담이동),제주시,3,4.666666667,33.50945,126.5104
2077,신대장군집,한식,제주특별자치도 제주시 삼무로 50 1층 (연동),제주시,20,4.45,33.48964,126.4919
2078,라이라이,중국식,제주특별자치도 제주시 절물3길 4 1층 (외도일동),제주시,7,4.642857143,33.49199,126.4335
2079,제주각재기,한식,제주특별자치도 제주시 용해로 55 1층 (용담이동),제주시,3,5.0,33.51227,126.5031
2080,임떡제주시청점,한식,제주특별자치도 제주시 중앙로 205 2층 (이도일동),제주시,4,4.625,33.50116,126.529
2081,참돈,한식,제주특별자치도 제주시 월랑로 56 1층 (노형동),제주시,7,4.928571429,33.49019,126.4749
2082,샤브마니아제주노형점,한식,제주특별자치도 제주시 한라대학로 25 1층 (노형동),제주시,61,4.631147541,33.47922,126.4744
2083,석봉이네,한식,제주특별자치도 제주시 진군4길 30 1층 (노형동),제주시,7,4.571428571,33.47678,126.4778
2084,금나라포차,한식,제주특별자치도 제주시 남성로 120 1층 (삼도일동),제주시,1,5.0,33.50863,126.518
2085,그레이베이스,기타,제주특별자치도 제주시 서해안로 238 1~2층 (도두일동),제주시,100,4.62,33.50881,126.4715
